PATENTE;AÑO GIRO;AÑO FABRI.;MONTO PAGADO;TIPO PAGO;FECHA PAGO;MODULO ATENCION;TIPO VEHICULO;MARCA;MODELO;COLOR;CODIGO SII
RFRS96;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;SANTA FE ;BLANCO;SU1110062
RFRT31;2025;2013;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA;MPV ;GRIS;VN1600034
RGSV40;2025;2022;46139;TOTAL;45717;WEB;AUTOMOVIL;JAC ;JS2 LUXURY BICOLOR ;ROJO NEGRO;SU1170080
RGSW49;2024;2012;17686;2° Cuota;45717;WEB;STATION WAGON;HONDA;FIT ;ROJO;HB1060024
RGSW49;2025;2012;16858;1°Cuota;45717;WEB;STATION WAGON;HONDA;FIT ;ROJO;HB1060024
RGVL25;2024;2010;17686;2° Cuota;45717;WEB;STATION WAGON;HONDA;FIT ;NEGRO;HB1060024
RGVL25;2025;2010;16858;1°Cuota;45717;WEB;STATION WAGON;HONDA;FIT ;NEGRO;HB1060024
RGVL69;2025;2022;58674;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;GROOVE 1.5L PREMIER MT N ;GRIS METALICO;SU500170
RJ5472;2024;1990;17686;2° Cuota;45717;WEB;AUTOMOVIL;SUBARU         ;LOYALE GL 1.8 BM.;GRIS;SD2270033
RJFR26;2025;2013;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TUCSON 2.0 ;GRIS;SU1110076
RJFT13;2025;2007;76026;TOTAL;45717;WEB;AUTOMOVIL;BMW;650 5.0 AUT ;GRIS;SD320185
RLGT75;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO ;BLANCO;SD1600183
RLPC97;2025;1991;33715;TOTAL;45717;WEB;AUTOMOVIL;MITSUBISHI;3000 GT ;CAFE;SU1660005
RLPD59;2025;2022;151834;TOTAL;45717;WEB;CAMIONETA;MAZDA;ALL NEWBT-50 HIGH PLUS ;GRIS ROCA;CT1600132
RLRS82;2025;2010;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;PLATEADO;SU1320097
RRBD96;2025;2009;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;X-TRAIL ;BLANCO PERLA;SU1760185
RSCC88;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI;DELICA 2.3 AUT ;BLANCO;VN1660040
RSCG33;2025;2013;33715;TOTAL;45717;WEB;STATION WAGON;SUZUKI;SWIFT 1.2 AUT ;GRIS;HB2290116
RSXF90;2025;2011;33715;TOTAL;45717;WEB;AUTOMOVIL;NISSAN;MARCH 1.2 AUT;GASOLINA;SD1760269
RTVL81;2025;2022;78098;TOTAL;45717;WEB;STATION WAGON;TOYOTA;RAIZE ;GRIS OSCURO MET;SU2350180
RVFV85;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO  1.3  AUT ;VERDE;SD1600177
RVFY72;2025;2012;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT ;AZUL;HB1060026
RVJK20;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO ;BLANCO;SD1600184
RXCC18;2025;2014;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO SKYACTIV ;BLANCO PERLA;HB1600058
RXCC32;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;TOYOTA;PASSO 1.0 AUT ;ROJO;HB2350061
RXCC36;2024;2012;36593;TOTAL;45717;WEB;STATION WAGON;NISSAN;JUKE ;ROJO;SU1760208
RYKD68;2025;2012;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT ;PLATEADO;HB1060024
SBCR43;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TUCSON ;NEGRO;SU1110052
SBRT54;2025;2022;98216;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;TRACKER 1.2 PREMIER AUT ;ROJO OSCURO MET;SU500168
SCYZ29;2025;2013;16858;1°Cuota;45717;WEB;AUTOMOVIL;HONDA;FIT ;ROJO;HB1060024
SGFB80;2025;2010;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;JUKE 1.5  AUT ;ROJO BURDEO;SU1760189
SGX097;2025;2022;111308;TOTAL;45717;WEB;MOTO;HARLEY-DAVIDSON;RA 125S ;NARANJO BLANCO;MT970228
SHDB74;2025;2023;52742;1°Cuota;45717;WEB;STATION WAGON;CHERY ;TIGGO 7 PRO GLS CVT;GRIS PLATA;SU490055
SHJW76;2025;2014;36834;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TUCSON ;GRIS GRAFITO;SU1110114
SHKB27;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SORENTO ;ROJO BURDEO;SU1320100
SJHF44;2025;2023;112329;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;CRETA SU2I 1.5 MT PLUS ;BLANCO;SU1110254
SPDS44;2025;2011;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO ;GRIS;HB1600040
SVSR86;2025;2015;33715;TOTAL;45717;WEB;STATION WAGON;SUZUKI;SPLASH 1.3 AUT ;BLANCO;HB2290123
SWFZ16;2025;2023;64560;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;GROOVE 1.5L PRIMER MT ;GRIS METALICO;SU500170
SWJW96;2025;2014;47740;TOTAL;45717;WEB;AUTOMOVIL;BMW;118D ;BLANCO;HB320086
SWZW53;2025;2011;59261;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;MOHAVE 3.0 AUT ;PLATEADO;VN1320103
SXDS67;2025;2010;34966;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI;GENESIS 2.0 AUT ;BLANCO;SD1110190
SYPC14;2025;2012;16858;1°Cuota;45717;WEB;AUTOMOVIL;HONDA;FIT ;BLANCO;HB1060024
SYPJ67;2025;2014;33715;TOTAL;45717;WEB;HATCHBACK          ;HYUNDAI;ACCENT RB 1.6 GLS 2AB DIESEL;PLATEADO;HB1110084
TDGH13;2025;2012;71231;TOTAL;45717;WEB;AUTOMOVIL;AUDI;TT ;NEGRO;SD130152
TDGK24;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO 1.3 AUT ;AZUL TURQUEZA;SD1600177
TDGT26;2025;2013;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;NOTE ;PLATEADO;HB1760056
TDHD96;2025;2020;91326;TOTAL;45717;WEB;STATION WAGON;FORD;ESCAPE 1.5 AUT ;ROJO;SU790082
TDHG57;2025;2014;32588;1°Cuota;45717;WEB;STATION WAGON;FORD;EXPLORER ;NEGRO;VN790068
TGC036;2025;2019;33715;TOTAL;45717;WEB;MOTO;YAMAHA;YZF R3 300CC ;AZUL;MT2540331
TGJL56;2025;2019;114775;TOTAL;45717;WEB;STATION WAGON;MAZDA;CX 5 ;NEGRO;SU1600084
TGSX34;2025;2012;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO ;ROJO BURDEO;SD1600177
TGTK30;2024;2012;5671;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO ;CELESTE;SD1600184
TGTK30;2025;2012;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO ;CELESTE;SD1600184
TJJY38;2025;2014;16858;1°Cuota;45717;WEB;STATION WAGON;MAZDA;AXELA ;NEGRO;HB1600062
TJKP78;2025;2012;31188;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TUCSON 2.0 ;BLANCO;SU1110075
TLHF12;2025;2015;62643;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TUCSON ;BLANCO;SU1110177
TLHF44;2024;2013;3296;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;BLANCO;SU1320119
TLHF44;2025;2013;36645;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;BLANCO;SU1320119
TWFV87;2025;2016;61122;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;SANTA FE 2.0 AUT ;AZUL;SU1110158
TWFY29;2025;2010;31188;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SORENTO 2.0 AUT;GRIS;SU1320111
TYHJ27;2025;2010;30905;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SORENTO ;NEGRO;VN1320104
TYHT16;2025;2014;30905;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;I30 ;GRIS;HB1110121
WX4828;2025;2007;33715;TOTAL;45717;WEB;CAMIONETA;NISSAN;TERRANO;ROJO METALICO;CT1760229
WXK024;2025;2023;33715;TOTAL;45717;WEB;MOTO;WANGYE;WY150T 3 ;ROJO;MT2650008
XH9318;2018;1993;0;TOTAL;45717;WEB;AUTOMOVIL;MERCEDES BENZ;200 D;BEIGE;SD1620076
XH9318;2019;1993;0;TOTAL;45717;WEB;AUTOMOVIL;MERCEDES BENZ;200 D;BEIGE;SD1620076
XH9318;2020;1993;0;TOTAL;45717;WEB;AUTOMOVIL;MERCEDES BENZ;200 D;BEIGE;SD1620076
XH9318;2025;1993;33715;TOTAL;45717;WEB;AUTOMOVIL;MERCEDES BENZ;200 D;BEIGE;SD1620076
XHR058;2025;2023;33715;TOTAL;45717;WEB;MOTO;HONDA;CBF 125 TWISTER ;AZUL;MT1060352
XP3230;2025;2004;33715;TOTAL;45717;WEB;Todo Terreno;HYUNDAI;TERRACAN 2.5 GL LE DSL;DORADO;VN1110090
XT2105;2025;1990;33715;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI;DELICA;NEGRO GRIS;VN100001
YL3300;2025;2006;33715;TOTAL;45717;WEB;CAMIONETA;NISSAN;TERRANO 4X4 3.0;BEIGE;CT1760175
YL4581;2025;1993;33715;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI;PAJERO;VERDE DORADO;SU1660002
ZD9949;2025;1998;33715;TOTAL;45717;WEB;CAMIONETA;KIA;FRONTIER;BLANCO;CT1320005
ZF7018;2025;1994;33715;TOTAL;45717;WEB;CAMIONETA;HYUNDAI;PORTER;BLANCO;CT1110002
BBVZ32;2025;1992;33715;TOTAL;45718;WEB;STATION WAGON;NISSAN;TERRANO;DORADO VERDE;SU1760027
BCYL66;2025;2010;33715;TOTAL;45718;WEB;AUTOMOVIL;SAMSUNG;SM5 PE AT;PLATEADO PLATA;SD2070039
BFBG22;2025;2008;33715;TOTAL;45718;WEB;AUTOMOVIL;CHEVROLET;OPTRA II NB D MT;PLATEADO POLY;SD500224
BPBF26;2025;2008;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;SANTA FE GLS 4X4;CELESTE;SU1110057
BPCD64;2025;2005;33715;TOTAL;45718;WEB;CAMIONETA;HYUNDAI;PORTER II 4X2;AZUL;CT1110030
BRJZ83;2025;2008;33715;TOTAL;45718;WEB;CAMIONETA;CHEVROLET;D-MAX;PLATEADO;CT500260
CDBG28;2025;2009;33715;TOTAL;45718;WEB;STATION WAGON;KIA MOTORS;MOHAVE EX;PLATEADO PLATA;SU1320093
CDJZ32;2025;2010;33715;TOTAL;45718;WEB;AUTOMOVIL;SUZUKI;SWIFT;PLATEADO;HB2290079
CFPP60;2025;2002;33715;TOTAL;45718;WEB;STATION WAGON;MITSUBISHI;MONTERO AUT 4X4;PLATEADO;VN1660032
CJTB62;2025;2001;33715;TOTAL;45718;WEB;AUTOMOVIL;TOYOTA;VITZ;GRIS PLOMO;SD2350122
CKHB26;2025;2010;33715;TOTAL;45718;WEB;AUTOMOVIL;HYUNDAI;130 GLS;PLATEADO;HB1110067
CLBW81;2025;2003;33715;TOTAL;45718;WEB;AUTOMOVIL;HONDA;FIT;CELESTE;SD1060078
CRRJ90;2025;2010;33715;TOTAL;45718;WEB;AUTOMOVIL;CHEVROLET;OPTRA II LS NB 4P;PLATEADO METALI;SD500222
CYSZ17;2025;2006;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;TUCSON 4X4 2.7;BEIGE;SU1110055
CZVS48;2025;2011;33715;TOTAL;45718;WEB;CAMIONETA;CHEVROLET;D-MAX TH;AZUL OSCURO;CT500290
DCKB95;2025;2004;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;SANTA FE;CAFE;SU1110044
DCPH66;2025;1999;16858;1°Cuota;45718;WEB;AUTOMOVIL;HYUNDAI;AVANTE;GRIS;SD1110057
DGKL21;2025;2011;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;SANTA FE;DORADO;SU1110069
DKYK60;2025;2012;33715;TOTAL;45718;WEB;AUTOMOVIL;BYD;FO GL I;AMARILLO BRASIL;HB400005
DRVK72;2025;2002;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;SANTA FE;BLANCO;VN1110073
DVRH36;2025;2006;33715;TOTAL;45718;WEB;AUTOMOVIL;KIA;PRIDE;BLANCO;SD1320085
DWCS19;2025;2012;33715;TOTAL;45718;WEB;STATION WAGON;SUBARU;NEW XV AWD CVT 2 0I;VERDE GRISACEO;SU2270368
DXKH80;2025;2001;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;SANTA FE;CAFE GRIS;SU1110034
DXKH84;2025;2002;16858;1°Cuota;45718;WEB;AUTOMOVIL;NISSAN;MARCH;ROJO BURDEO;SD1760173
DXKJ14;2025;2005;33715;TOTAL;45718;WEB;STATION WAGON;MAZDA;DEMIO;AZUL;SD1600125
DXKX18;2025;2004;16858;1°Cuota;45718;WEB;STATION WAGON;MAZDA;MPV 2.3 AUT;BLANCO;VN1320062
FGST95;2025;2000;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;GALLOPER;DORADO;SU1110016
FHK029;2025;2016;33715;TOTAL;45718;WEB;MOTO;HONDA;NEW ELITE;BLANCO;MT1060316
FKCP93;2025;2013;46765;TOTAL;45718;WEB;CAMIONETA;HONDA;RIDGELINE RTL 4X4 ;GRIS GRAFITO;CT1060002
FKKC72;2025;2000;16858;1°Cuota;45718;WEB;AUTOMOVIL;VOLKSWAGEN;AOY;AMARILLO;SD2430059
FKZZ82;2016;2002;0;TOTAL;45718;WEB;STATION WAGON;KIA MOTORS;SORENTO;PLATEADO;VN1320029
FKZZ82;2025;2002;33715;TOTAL;45718;WEB;STATION WAGON;KIA MOTORS;SORENTO;PLATEADO;VN1320029
FPYB77;2025;2012;33715;TOTAL;45718;WEB;AUTOMOVIL;HYUNDAI;ACCENT MC 1.4 GL PS AC;NEGRO;SD1110163
FTDL74;2025;2013;67099;TOTAL;45718;WEB;CAMIONETA;FORD;F150 DCAB PLATINUM 4X4 ;GRIS PLATA;CT790179
FVFW36;2025;2002;33715;TOTAL;45718;WEB;STATION WAGON;TOYOTA;IST;DORADO;SD2350126
FVPB35;2025;2004;33715;TOTAL;45718;WEB;AUTOMOVIL;TOYOTA;IST 1.3;AZUL;SD2350127
FWCW51;2025;1997;33715;TOTAL;45718;WEB;STATION WAGON;DAIHATSU;TERIOS;VERDE;SU2350022
FWLB63;2025;2007;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;TUCSON;PLATEADO;SU1110052
FYDY71;2025;2013;33715;TOTAL;45718;WEB;STATION WAGON;MAHINDRA;XUV500 AWD MT FULL CRDE EV;NEGRO;SU1540013
FYLP58;2025;2014;33715;TOTAL;45718;WEB;CAMIONETA;CHEVROLET;D-MAX E4CC2.50 4WD DA A;ROJO;CT500320
FYPJ73;2025;2014;33715;TOTAL;45718;WEB;AUTOMOVIL;CHEVROLET;CRUZE II;PLATEADO;HB500132
FZLC62;2025;2014;33715;TOTAL;45718;WEB;AUTOMOVIL;HYUNDAI;ACCENT RB 1.4 GL AV 6MT;BLANCO;SD1110232
FZLR25;2025;2008;33715;TOTAL;45718;WEB;AUTOMOVIL;HYUNDAI;TUSCANI ;NEGRO;SU1110063
GDRP78;2025;2014;34890;TOTAL;45718;WEB;STATION WAGON;CHEVROLET;CAPTIVA IV LS;GRIS GRANITO ME;SU500088
GDYH63;2025;2014;33715;TOTAL;45718;WEB;STATION WAGON;TOYOTA;ADVANTAGE RAV 4 SUPER LUJO;NEGRO MICA;SU2350081
GGDY69;2025;1997;33715;TOTAL;45718;WEB;STATION WAGON;MITSUBISHI;DELICA 2.8 AUT;BLANCO;VN1660009
GGFF50;2025;2003;33715;TOTAL;45718;WEB;AUTOMOVIL;VOLKSWAGEN;JETTA;VERDE;HB2430100
GLKP66;2025;2004;33715;TOTAL;45718;WEB;AUTOMOVIL;TOYOTA;PASSO;AZUL;HB2350019
GLKR14;2025;2004;33715;TOTAL;45718;WEB;STATION WAGON;PEUGEOT;307;AZUL;SU1840075
GLKX40;2025;2010;33715;TOTAL;45718;WEB;STATION WAGON;MAZDA;CX7;BLANCO;SU1600035
GLKX55;2025;2006;33715;TOTAL;45718;WEB;STATION WAGON;HUMMER;H3;AMARILLO;VN500028
GSJP99;2025;2014;16858;1°Cuota;45718;WEB;STATION WAGON;TOYOTA;NEW RAV 4;AZUL GRISEACEO;SU2350088
GSVV28;2025;2014;52136;TOTAL;45718;WEB;STATION WAGON;SUZUKI;GRAND VITARA GLX SPORT;BLANCO PERLA;SU2290239
GVRK63;2025;2001;33715;TOTAL;45718;WEB;AUTOMOVIL;HONDA;INTEGRA;PLATEADO;SD1060078
GWLJ98;2025;2015;33715;TOTAL;45718;WEB;AUTOMOVIL;HYUNDAI;ACCENT RB 1.6 GL AC 2AB 6MT;BLANCO;SD1110233
GXCW63;2025;2015;39376;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;TUCSON;GRIS;SU1110175
GXHP45;2025;2015;137426;TOTAL;45718;WEB;STATION WAGON;JEEP;GRAND CHEROKEE;GRIS METALICO;VN1210034
GZZV26;2025;2000;33715;TOTAL;45718;WEB;STATION WAGON;NISSAN;AD;PLATEADO;SU1760035
GZZY69;2025;2004;39203;TOTAL;45718;WEB;AUTOMOVIL;AUDI;A4 2.0 AUT ;AZUL;SD130045
HFGK93;2025;2008;33715;TOTAL;45718;WEB;CAMIONETA;HYUNDAI;PORTER II;AZUL;CT1110034
HFGR20;2023;2004;18955;2° Cuota;45718;WEB;STATION WAGON;HONDA;FIT 1.5 AUT;GRIS;HB2350019
HFGR20;2024;2004;36603;TOTAL;45718;WEB;STATION WAGON;HONDA;FIT 1.5 AUT;GRIS;HB2350019
HJDR20;2025;2005;33715;TOTAL;45718;WEB;STATION WAGON;MAZDA;AXELA;GRIS;HB2290080
HPYG45;2025;2002;33715;TOTAL;45718;WEB;STATION WAGON;KIA MOTORS;SORENTO ;PLATEADO PLATA;SU1320037
HSZV31;2025;2007;33715;TOTAL;45718;WEB;STATION WAGON;MAZDA;DEMIO;CELESTE;HB1060021
HVTS30;2025;2007;33715;TOTAL;45718;WEB;STATION WAGON;MAZDA;VERISA 1.5 AUT;ROJO GUINDA;SD1600135
HVVB25;2025;2007;33715;TOTAL;45718;WEB;STATION WAGON;TOYOTA ;RAUM;ROJO;SU2350057
HXWL23;2025;2009;33715;TOTAL;45718;WEB;STATION WAGON;CHEVROLET;CAPTIVA;BLANCO;VN500037
JBGL84;2025;2009;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;SANTA FE;NEGRO;SU1110068
JBGW47;2024;2003;17691;2° Cuota;45718;WEB;STATION WAGON;KIA MOTORS;SORENTO;NEGRO;VN1320060
JBGW47;2025;2003;16858;1°Cuota;45718;WEB;STATION WAGON;KIA MOTORS;SORENTO;NEGRO;VN1320060
JDGG49;2025;2006;33715;TOTAL;45718;WEB;STATION WAGON;MAZDA;PREMACY;AZUL;VN1600020
JDGK67;2025;2007;33715;TOTAL;45718;WEB;AUTOMOVIL;BMW ;SERIE 3;GRIS;SD320140
JFXD25;2022;2005;41419;TOTAL;45718;WEB;STATION WAGON;MAZDA;VERISA;ROJO BURDEO;SU1600027
JFXD25;2023;2005;39052;TOTAL;45718;WEB;STATION WAGON;MAZDA;VERISA;ROJO BURDEO;SU1600027
JFXD25;2024;2005;36603;TOTAL;45718;WEB;STATION WAGON;MAZDA;VERISA;ROJO BURDEO;SU1600027
JFXD25;2025;2005;33715;TOTAL;45718;WEB;STATION WAGON;MAZDA;VERISA;ROJO BURDEO;SU1600027
JFZK53;2025;2003;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;GALLOPER II ;VERDE DORADO;SU1110028
JHKS82;2025;2017;69636;TOTAL;45718;WEB;STATION WAGON;HYUNDAI ;TUCSON TL 4*2;BLANCO;SU1110186
JHLD21;2025;2007;33715;TOTAL;45718;WEB;CAMIONETA;HYUNDAI;PORTER II 2.5;AZUL;CT1110036
JHPF38;2025;2008;33715;TOTAL;45718;WEB;STATION WAGON;MAZDA;DEMIO;AZUL P.;HB1600039
JKRX73;2025;2017;76667;TOTAL;45718;WEB;CAMIONETA;TOYOTA;HILUX NG 2.4 4X2 DIESEL DX;PLATEADO SILVE;CT2350144
JKXZ14;2025;2012;16858;1°Cuota;45718;WEB;STATION WAGON;KIA MOTORS;SORENTO;BLANCO;VN1320104
JKYC26;2025;2004;16858;1°Cuota;45718;WEB;STATION WAGON;KIA MOTORS;SORENTO;PLATEADO PLATA;SU1320063
JKYD27;2025;1998;16858;1°Cuota;45718;WEB;AUTOMOVIL;SUBARU;IMPREZA;GRIS;SU2270062
JLTS22;2025;2015;53317;TOTAL;45718;WEB;STATION WAGON;CHEVROLET;TRAVERSE;GRIS;VN500063
JPGR86;2025;2017;38801;TOTAL;45718;WEB;AUTOMOVIL;TOYOTA;COROLLA SEDAN;POLATEADO;SD2350209
JPXJ99;2025;2008;33715;TOTAL;45718;WEB;STATION WAGON;HONDA ;FIT 1.5 AUT;AZUL;HB1060021
JSHB82;2025;2017;70253;TOTAL;45718;WEB;STATION WAGON;HONDA;CR V EX;PLATEADO PLATA;SU1060051
JSVJ12;2025;2007;33715;TOTAL;45718;WEB;STATION WAGON;KIA MOTORS;SORENTO;PLATEADO;SU1320064
JVHF66;2025;2008;33715;TOTAL;45718;WEB;STATION WAGON;MAZDA;PREMACY;BLANCO PERLA;VN1600020
JWBG21;2025;2004;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;STAREX;VERDE;VN1110088
KCBC12;2025;2017;56312;TOTAL;45718;WEB;AUTOMOVIL;FORD;FUSION;BLANCO;HB790142
KCSL14;2025;2011;33715;TOTAL;45718;WEB;AUTOMOVIL;MAZDA;DEMIO;CELESTE;HB1600040
KCSS58;2025;2009;33715;TOTAL;45718;WEB;AUTOMOVIL;NISSAN;TIIDA 1.5 AUT;DORADO;HB1760032
KGWT69;2025;2010;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;SANTA FE;NEGRO;SU1110067
KGWW53;2025;1998;33715;TOTAL;45718;WEB;AUTOMOVIL;AUDI;A3;AZUL;HB130003
KHVW39;2025;2006;33715;TOTAL;45718;WEB;STATION WAGON;TOYOTA;VOXY;AZUL;SU2350054
KJVH47;2025;2018;59635;TOTAL;45718;WEB;AUTOMOVIL;HYUNDAI;ELANTRA AD;BLANCO;SD1110325
KLPD31;2025;2018;45489;TOTAL;45718;WEB;STATION WAGON;HONDA;WR V EX;BLANCO;SU1060061
KRRX58;2025;2006;33715;TOTAL;45718;WEB;STATION WAGON;SUZUKI;SX;PLATEADO;HB2290087
KRRY85;2025;2010;16858;1°Cuota;45718;WEB;AUTOMOVIL;NISSAN;TIIDA;DORADO;HB1060024
KRSD21;2025;2011;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;SANTA FE;BLANCO;SU1110100
KRSD34;2025;2012;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;TUCSON;GRIS;SU1110075
KRSH62;2025;2014;33715;TOTAL;45718;WEB;STATION WAGON;KIA;SPORTAGE;GRIS;SU1320120
KV5669;2017;1988;0;TOTAL;45718;WEB;STATION WAGON;CHEVROLET      ;BLAZER 2.8;NEGRO;SU500008
KV5669;2025;1988;16858;1°Cuota;45718;WEB;STATION WAGON;CHEVROLET      ;BLAZER 2.8;NEGRO;SU500008
KW1046;2025;2001;33715;TOTAL;45718;WEB;CAMIONETA;HYUNDAI;PORTER;BLANCO;CT1110019
KWVX15;2025;1998;33715;TOTAL;45718;WEB;CAMIONETA;NISSAN;NAVARA;VERDE;CT1760037
KWVY19;2025;2010;16858;1°Cuota;45718;WEB;STATION WAGON;HONDA;CRZ;BLANCO;HB1060024
KWWB52;2025;2012;33715;TOTAL;45718;WEB;AUTOMOVIL;MAZDA;DEMIO;GRIS;SD1600177
KXGS53;2025;2009;33715;TOTAL;45718;WEB;AUTOMOVIL;MAZDA ;DEMIO 1.3 AUT;VERDE;HB1600040
KYDB65;2025;2018;62510;TOTAL;45718;WEB;STATION WAGON;NISSAN;ROGUE;GRIS PLOMO;SU1760238
KYDD48;2025;2007;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;STAREX;PLATEADO;VN1110100
LBDY21;2025;2014;16858;1°Cuota;45718;WEB;AUTOMOVIL;FORD ;FIESTA SE 1.6 AUT;VERDE;SD790127
LBFC17;2025;2014;64701;TOTAL;45718;WEB;AUTOMOVIL;MERCEDES BENZ;CLA250;ROJO;SD1620360
LBFH80;2025;2007;33715;TOTAL;45718;WEB;STATION WAGON;HONDA;CROSSROAD;PLATEADO;SU1060040
LDTS71;2025;2009;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;SANTA FE;PLATEADO;SU1110070
LDTT82;2025;2019;113215;TOTAL;45718;WEB;STATION WAGON;HYUNDAI;TUCSON TL;GRIS GRAFITO;SU1110235
LHKP95;2025;2011;33715;TOTAL;45718;WEB;AUTOMOVIL;MAZDA ;DEMIO 1.3 AUT;BLANCO;HB1600040
LHKY41;2025;2007;33715;TOTAL;45718;WEB;STATION WAGON;CHEVROLET;CAPTIVA;BLANCO;VN500033
LJWV29;2025;2016;40664;TOTAL;45718;WEB;STATION WAGON;JEEP;PATRIOT SPORT;GRIS;SU1210053
LJWV68;2025;2008;33715;TOTAL;45718;WEB;STATION WAGON;HYUNDAI ;SANTA FE 2.2 AUT;CAFÉ;SU1110070
LKYG43;2025;2015;33715;TOTAL;45718;WEB;STATION WAGON;CHEVROLET;TRAX;BLANCO;SU500110
LKYT93;2025;2014;33715;TOTAL;45718;WEB;AUTOMOVIL;KIA MOTORS;FORTE;NEGRO;SD1320134
LPVS42;2025;2012;33715;TOTAL;45718;WEB;STATION WAGON;HONDA;FIT;BLANCO;HB1060024
LSWK96;2025;2012;33715;TOTAL;45718;WEB;STATION WAGON;NISSAN;MARCH;AZUL;HB1760048
LYJZ91;2025;2020;33715;TOTAL;45718;WEB;AUTOMOVIL;SUZUKI;SPRESSO GLX AC;ROJO;HB2290186
LYKC90;2025;2007;33715;TOTAL;45718;WEB;STATION WAGON;KIA MOTORS;SORENTO ;PLATEADO GRIS;SU1320063
LYKY57;2025;2012;33715;TOTAL;45718;WEB;AUTOMOVIL;MAZDA ;DEMIO 1.5 AUT ;BLANCO PERLA;SD1600177
PBSJ87;2025;2016;33715;TOTAL;45718;WEB;STATION WAGON;JEEP;RENEGADE ;NEGRO;SU1210071
PBSZ30;2025;2011;33715;TOTAL;45718;WEB;AUTOMOVIL;MAZDA;DEMIO ;VIOLETA;HB1600040
PBSZ49;2025;2018;56878;TOTAL;45718;WEB;STATION WAGON;CHEVROLET;EQUINOX ;BLANCO;SU500129
PBTL76;2025;2012;33773;TOTAL;45718;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;NEGRO;SU1320119
PFPV93;2025;2010;33715;TOTAL;45718;WEB;STATION WAGON;KIA MOTORS;SORENTO 2.2 AUT ;GRIS;SU1320108
